,Survived,Pclass,Sex,SibSp,Parch,Embarked,Title,AgeRange,FareRange
632,1,1,1,0,0,1.0,4,4,3
633,0,1,1,0,0,0.0,0,4,1
634,0,3,0,3,2,0.0,3,2,2
635,1,2,0,0,0,0.0,3,4,2
636,0,3,1,0,0,0.0,0,4,1
637,0,2,1,1,1,0.0,0,4,2
638,0,3,0,0,5,0.0,1,5,3
639,0,3,1,1,0,0.0,0,4,2
640,0,3,1,0,0,0.0,0,3,1
641,1,1,0,0,0,1.0,3,3,4
642,0,3,0,3,2,0.0,3,1,2
643,1,3,1,0,0,0.0,0,4,4
644,1,3,0,2,1,1.0,3,1,2
645,1,1,1,1,0,1.0,0,6,5
646,0,3,1,0,0,0.0,0,3,1
647,1,1,1,0,0,1.0,4,7,3
648,0,3,1,0,0,0.0,0,4,1
649,1,3,0,0,0,0.0,3,3,1
650,0,3,1,0,0,0.0,0,4,1
651,1,2,0,0,1,0.0,3,3,2
652,0,3,1,0,0,0.0,0,3,1
653,1,3,0,0,0,2.0,3,4,1
654,0,3,0,0,0,2.0,3,3,1
655,0,2,1,2,0,0.0,0,3,5
656,0,3,1,0,0,0.0,0,4,1
657,0,3,0,1,1,2.0,1,4,2
658,0,2,1,0,0,0.0,0,3,2
659,0,1,1,0,2,1.0,0,7,7
660,1,1,1,2,0,0.0,4,6,8
661,0,3,1,0,0,1.0,0,5,1
662,0,1,1,0,0,0.0,0,6,2
663,0,3,1,0,0,0.0,0,5,1
664,1,3,1,1,0,0.0,0,3,1
665,0,2,1,2,0,0.0,0,4,5
666,0,2,1,0,0,0.0,0,3,2
667,0,3,1,0,0,0.0,0,4,1
668,0,3,1,0,0,0.0,0,5,1
669,1,1,0,1,0,0.0,1,4,4
670,1,2,0,1,1,0.0,1,5,3
671,0,1,1,1,0,0.0,0,4,4
672,0,2,1,0,0,0.0,0,8,2
673,1,2,1,0,0,0.0,0,4,2
674,0,2,1,0,0,0.0,0,4,1
675,0,3,1,0,0,0.0,0,3,1
676,0,3,1,0,0,0.0,0,3,1
677,1,3,0,0,0,0.0,3,3,1
678,0,3,0,1,6,0.0,1,5,3
679,1,1,1,0,1,1.0,0,5,8
680,0,3,0,0,0,2.0,3,4,1
681,1,1,1,0,0,1.0,0,4,5
682,0,3,1,0,0,0.0,0,3,1
683,0,3,1,5,2,0.0,0,2,3
684,0,2,1,1,1,0.0,0,7,3
685,0,2,1,1,2,1.0,0,3,3
686,0,3,1,4,1,0.0,0,2,3
687,0,3,1,0,0,0.0,0,3,2
688,0,3,1,0,0,0.0,0,3,1
689,1,1,0,0,1,0.0,3,2,8
690,1,1,1,1,0,0.0,0,4,4
691,1,3,0,0,1,1.0,3,1,2
692,1,3,1,0,0,0.0,0,4,4
693,0,3,1,0,0,1.0,0,3,1
694,0,1,1,0,0,0.0,4,7,2
695,0,2,1,0,0,0.0,0,6,2
696,0,3,1,0,0,0.0,0,5,1
697,1,3,0,0,0,2.0,3,4,1
698,0,1,1,1,1,1.0,0,6,7
699,0,3,1,0,0,0.0,0,5,1
700,1,1,0,1,0,1.0,1,3,8
701,1,1,1,0,0,0.0,0,4,2
702,0,3,0,0,1,1.0,3,3,2
703,0,3,1,0,0,2.0,0,3,1
704,0,3,1,1,0,0.0,0,4,1
705,0,2,1,0,0,0.0,0,5,2
706,1,2,0,0,0,0.0,1,5,2
707,1,1,1,0,0,0.0,0,5,2
708,1,1,0,0,0,0.0,3,3,8
709,1,3,1,1,1,1.0,2,4,2
710,1,1,0,0,0,1.0,3,3,3
711,0,1,1,0,0,0.0,0,4,2
712,1,1,1,1,0,0.0,0,6,4
713,0,3,1,0,0,0.0,0,4,1
714,0,2,1,0,0,0.0,0,6,2
715,0,3,1,0,0,0.0,0,3,1
716,1,1,0,0,0,1.0,3,5,8
717,1,2,0,0,0,0.0,3,4,2
718,0,3,1,0,0,2.0,0,4,2
719,0,3,1,0,0,0.0,0,4,1
720,1,2,0,0,1,0.0,3,2,3
721,0,3,1,1,0,0.0,0,3,1
722,0,2,1,0,0,0.0,0,4,2
723,0,2,1,0,0,0.0,0,6,2
724,1,1,1,1,0,0.0,0,4,4
725,0,3,1,0,0,0.0,0,3,1
726,1,2,0,3,0,0.0,1,4,2
727,1,3,0,0,0,2.0,3,4,1
728,0,2,1,1,0,0.0,0,3,2
729,0,3,0,1,0,0.0,3,3,1
730,1,1,0,0,0,0.0,3,4,8
731,0,3,1,0,0,1.0,0,2,2
732,0,2,1,0,0,0.0,0,4,1
733,0,2,1,0,0,0.0,0,3,2
734,0,2,1,0,0,0.0,0,3,2
735,0,3,1,0,0,0.0,0,4,2
736,0,3,0,1,3,0.0,1,6,3
737,1,1,1,0,0,1.0,0,4,8
738,0,3,1,0,0,0.0,0,4,1
739,0,3,1,0,0,0.0,0,4,1
740,1,1,1,0,0,0.0,0,4,2
741,0,1,1,1,0,0.0,0,5,5
742,1,1,0,2,2,1.0,3,3,8
743,0,3,1,1,0,0.0,0,3,2
744,1,3,1,0,0,0.0,0,4,1
745,0,1,1,1,1,0.0,4,8,5
746,0,3,1,1,1,0.0,0,3,2
747,1,2,0,0,0,0.0,3,4,2
748,0,1,1,1,0,0.0,0,3,4
749,0,3,1,0,0,2.0,0,4,1
750,1,2,0,1,1,0.0,3,1,2
751,1,3,1,0,1,0.0,2,2,2
752,0,3,1,0,0,0.0,0,4,1
753,0,3,1,0,0,0.0,0,3,1
754,1,2,0,1,2,0.0,1,6,4
755,1,2,1,1,1,0.0,2,1,2
756,0,3,1,0,0,0.0,0,4,1
757,0,2,1,0,0,0.0,0,3,2
758,0,3,1,0,0,0.0,0,4,1
759,1,1,0,0,0,0.0,4,4,5
760,0,3,1,0,0,0.0,0,4,2
761,0,3,1,0,0,0.0,0,5,1
762,1,3,1,0,0,1.0,0,3,1
763,1,1,0,1,2,0.0,1,5,7
764,0,3,1,0,0,0.0,0,3,1
765,1,1,0,1,0,0.0,1,6,5
766,0,1,1,0,0,1.0,4,4,3
767,0,3,0,0,0,2.0,3,4,1
768,0,3,1,1,0,2.0,0,4,2
769,0,3,1,0,0,0.0,0,4,1
770,0,3,1,0,0,0.0,0,3,1
771,0,3,1,0,0,0.0,0,6,1
772,0,2,0,0,0,0.0,1,7,2
773,0,3,1,0,0,1.0,0,4,1
774,1,2,0,1,3,0.0,1,6,2
775,0,3,1,0,0,0.0,0,3,1
776,0,3,1,0,0,2.0,0,4,1
777,1,3,0,0,0,0.0,3,1,2
778,0,3,1,0,0,2.0,0,4,1
779,1,1,0,0,1,0.0,1,5,8
780,1,3,0,0,0,1.0,3,2,1
781,1,1,0,1,0,0.0,1,3,4
782,0,1,1,0,0,0.0,0,4,2
783,0,3,1,1,2,0.0,0,4,2
784,0,3,1,0,0,0.0,0,3,1
785,0,3,1,0,0,0.0,0,3,1
786,1,3,0,0,0,0.0,3,3,1
787,0,3,1,4,1,2.0,2,2,2
788,1,3,1,1,2,0.0,2,1,2
789,0,1,1,0,0,1.0,0,6,5
790,0,3,1,0,0,2.0,0,4,1
791,0,2,1,0,0,0.0,0,3,2
792,0,3,0,8,2,0.0,3,4,4
793,0,1,1,0,0,1.0,0,4,3
794,0,3,1,0,0,0.0,0,3,1
795,0,2,1,0,0,0.0,0,5,2
796,1,1,0,0,0,0.0,4,6,2
797,1,3,0,0,0,0.0,1,4,1
798,0,3,1,0,0,1.0,0,4,1
799,0,3,0,1,1,0.0,1,4,2
800,0,2,1,0,0,0.0,0,4,2
801,1,2,0,1,1,0.0,1,4,2
802,1,1,1,1,2,0.0,2,2,7
803,1,3,1,0,1,1.0,2,1,1
804,1,3,1,0,0,0.0,0,4,1
805,0,3,1,0,0,0.0,0,4,1
806,0,1,1,0,0,0.0,0,5,1
807,0,3,0,0,0,0.0,3,3,1
808,0,2,1,0,0,0.0,0,5,2
809,1,1,0,1,0,0.0,1,4,4
810,0,3,1,0,0,0.0,0,4,1
811,0,3,1,0,0,0.0,0,5,2
812,0,2,1,0,0,0.0,0,4,2
813,0,3,0,4,2,0.0,3,2,3
814,0,3,1,0,0,0.0,0,4,1
815,0,1,1,0,0,0.0,0,4,1
816,0,3,0,0,0,0.0,3,3,1
817,0,2,1,1,1,1.0,0,4,3
818,0,3,1,0,0,0.0,0,5,1
819,0,3,1,3,2,0.0,2,2,2
820,1,1,0,1,1,0.0,1,6,6
821,1,3,1,0,0,0.0,0,4,1
822,0,1,1,0,0,0.0,4,5,1
823,1,3,0,0,1,0.0,1,4,2
824,0,3,1,4,1,0.0,2,1,3
825,0,3,1,0,0,2.0,0,4,1
826,0,3,1,0,0,0.0,0,4,4
827,1,2,1,0,2,1.0,2,1,3
828,1,3,1,0,0,2.0,0,4,1
829,1,1,0,0,0,,1,7,5
830,1,3,0,1,0,1.0,1,2,2
831,1,2,1,1,1,0.0,2,1,2
832,0,3,1,0,0,1.0,0,4,1
833,0,3,1,0,0,0.0,0,3,1
834,0,3,1,0,0,0.0,0,3,1
835,1,1,0,1,1,1.0,3,5,5
836,0,3,1,0,0,0.0,0,3,1
837,0,3,1,0,0,0.0,0,4,1
838,1,3,1,0,0,0.0,0,4,4
839,1,1,1,0,0,1.0,0,4,2
840,0,3,1,0,0,0.0,0,3,1
841,0,2,1,0,0,0.0,0,3,2
842,1,1,0,0,0,1.0,3,4,3
843,0,3,1,0,0,1.0,0,4,1
844,0,3,1,0,0,0.0,0,3,1
845,0,3,1,0,0,0.0,0,5,1
846,0,3,1,8,2,0.0,0,4,4
847,0,3,1,0,0,1.0,0,4,1
848,0,2,1,0,1,0.0,4,4,3
849,1,1,0,1,0,1.0,1,4,5
850,0,3,1,4,2,0.0,2,1,3
851,0,3,1,0,0,0.0,0,8,1
852,0,3,0,1,1,1.0,3,2,2
853,1,1,0,0,1,0.0,3,3,3
854,0,2,0,1,0,0.0,1,5,2
855,1,3,0,0,1,0.0,1,3,1
856,1,1,0,1,1,0.0,1,5,8
857,1,1,1,0,0,0.0,0,6,2
858,1,3,0,0,3,1.0,1,3,2
859,0,3,1,0,0,1.0,0,4,1
860,0,3,1,2,0,0.0,0,5,2
861,0,2,1,1,0,0.0,0,3,2
862,1,1,0,0,0,0.0,1,6,2
863,0,3,0,8,2,0.0,3,4,4
864,0,2,1,0,0,0.0,0,3,2
865,1,2,0,0,0,0.0,1,5,2
866,1,2,0,1,0,1.0,3,4,2
867,0,1,1,0,0,0.0,0,4,4
868,0,3,1,0,0,0.0,0,4,1
869,1,3,1,1,1,0.0,2,1,2
870,0,3,1,0,0,0.0,0,4,1
871,1,1,0,1,1,0.0,1,6,4
872,0,1,1,0,0,0.0,0,4,1
873,0,3,1,0,0,0.0,0,6,1
874,1,2,0,1,0,1.0,1,4,2
875,1,3,0,0,0,1.0,3,2,1
876,0,3,1,0,0,0.0,0,3,1
877,0,3,1,0,0,0.0,0,3,1
878,0,3,1,0,0,0.0,0,4,1
879,1,1,0,0,1,1.0,1,7,5
880,1,2,0,0,1,0.0,1,3,2
881,0,3,1,0,0,0.0,0,4,1
882,0,3,0,0,0,0.0,3,3,2
883,0,2,1,0,0,0.0,0,4,2
884,0,3,1,0,0,0.0,0,3,1
885,0,3,0,0,5,2.0,1,5,2
886,0,2,1,0,0,0.0,4,4,2
887,1,1,0,0,0,0.0,3,3,2
888,0,3,0,1,2,0.0,3,4,2
889,1,1,1,0,0,1.0,0,4,2
890,0,3,1,0,0,2.0,0,4,1
